"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14326","User can't change his name with name with single word","","Sat Dec 20 21:11:33 UTC 2025","passed","Sat Dec 20 21:11:47 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCantChangeHisNameWithSingleWordTest"
"","3288","userCantDepositWrongAmountTest(double, String) [2] wrongBalance=-1, errorMessage=Invalid account or amount","","Sat Dec 20 21:11:45 UTC 2025","passed","Sat Dec 20 21:11:49 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","12710","User can deposit money on his own account and transaction present in transaction","","Sat Dec 20 21:11:33 UTC 2025","passed","Sat Dec 20 21:11:45 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","7917","adminCantDeleteNonExistentUser()","","Sat Dec 20 21:11:33 UTC 2025","failed","Sat Dec 20 21:11:40 UTC 2025","","iteration2.api.UserManagementTest","iteration2.api.UserManagementTest","adminCantDeleteNonExistentUser"
"","859","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Dec 20 21:11:44 UTC 2025","passed","Sat Dec 20 21:11:45 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","91487","User can transfer money between his own accounts","","Sat Dec 20 21:11:45 UTC 2025","broken","Sat Dec 20 21:13:17 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","4523","Admin can login. Admin panel opened. Token saved at local storage","","Sat Dec 20 21:11:39 UTC 2025","passed","Sat Dec 20 21:11:44 UTC 2025","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","7165","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:11:34 UTC 2025","passed","Sat Dec 20 21:11:41 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","839","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:11:45 UTC 2025","passed","Sat Dec 20 21:11:45 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","5438","Admin can't create new user with incorrect data. Negative alert. User not added in user list on UI. API return all users without wrong one","","Sat Dec 20 21:11:41 UTC 2025","passed","Sat Dec 20 21:11:47 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCantCreateUserWithIncorrectDataTest"
"","4391","userCantTransferWrongAmountOfMoneyTest(double, double, String) [1] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:11:43 UTC 2025","passed","Sat Dec 20 21:11:48 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","68323","User can't deposit 0 or -1 amount of money on deposit","","Sat Dec 20 21:11:42 UTC 2025","passed","Sat Dec 20 21:12:51 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCantDepositMoneyOnHisOwnAccountTest"
"","5925","userCanTransferMoneyOnAnotherUserAccountTest()","","Sat Dec 20 21:11:43 UTC 2025","passed","Sat Dec 20 21:11:49 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnAnotherUserAccountTest"
"","72761","User can change his name","","Sat Dec 20 21:11:38 UTC 2025","failed","Sat Dec 20 21:12:51 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","3701","userCantTransferWrongAmountOfMoneyTest(double, double, String) [3] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=11.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:11:45 UTC 2025","passed","Sat Dec 20 21:11:49 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","2409","userCanGenerateAuthTokenTest()","","Sat Dec 20 21:11:36 UTC 2025","passed","Sat Dec 20 21:11:39 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","5602","userCantUpdateUsernameWithInvalidDataTest(String, String) [2] newName= , errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:11:39 UTC 2025","passed","Sat Dec 20 21:11:44 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","1621","adminCanCreateUserWithCorrectData()","","Sat Dec 20 21:11:39 UTC 2025","passed","Sat Dec 20 21:11:41 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","14650","userCantTransferWrongAmountOfMoneyTest(double, double, String) [2] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:11:33 UTC 2025","passed","Sat Dec 20 21:11:47 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","67331","Authorized user can create an account. User dashboard opened. User create anew account. Positive alert. API return an account","","Sat Dec 20 21:11:41 UTC 2025","failed","Sat Dec 20 21:12:48 UTC 2025","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","3780","adminCanGenerateAuthTokenTest()","","Sat Dec 20 21:11:33 UTC 2025","passed","Sat Dec 20 21:11:36 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","8569","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Dec 20 21:11:33 UTC 2025","passed","Sat Dec 20 21:11:41 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","3140","userCanDepositMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:11:45 UTC 2025","passed","Sat Dec 20 21:11:49 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","4026","userCantUpdateUsernameWithInvalidDataTest(String, String) [3] newName=Kate P!! , errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:11:41 UTC 2025","passed","Sat Dec 20 21:11:45 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","3589","userCantDepositWrongAmountTest(double, String) [3] wrongBalance=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Sat Dec 20 21:11:44 UTC 2025","failed","Sat Dec 20 21:11:48 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","10467","userCanTransferMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:11:38 UTC 2025","passed","Sat Dec 20 21:11:48 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnHisOwnAccountTest"
