"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","91316","User can transfer money between his own accounts","","Sat Dec 20 21:57:37 UTC 2025","broken","Sat Dec 20 21:59:08 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","68645","User can't deposit 0 or -1 amount of money on deposit","","Sat Dec 20 21:57:34 UTC 2025","passed","Sat Dec 20 21:58:42 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCantDepositMoneyOnHisOwnAccountTest"
"","15493","User can transfer money to another user account","","Sat Dec 20 21:57:24 UTC 2025","failed","Sat Dec 20 21:57:40 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyToAnotherUserAccountTest"
"","3009","userCantDepositWrongAmountTest(double, String) [1] wrongBalance=0, errorMessage=Invalid account or amount","","Sat Dec 20 21:57:37 UTC 2025","passed","Sat Dec 20 21:57:40 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","7471","adminCanDeleteUserById()","","Sat Dec 20 21:57:24 UTC 2025","passed","Sat Dec 20 21:57:32 UTC 2025","","iteration2.api.UserManagementTest","iteration2.api.UserManagementTest","adminCanDeleteUserById"
"","4876","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:57:31 UTC 2025","passed","Sat Dec 20 21:57:36 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","3831","userCantTransferWrongAmountOfMoneyTest(double, double, String) [1] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:57:35 UTC 2025","passed","Sat Dec 20 21:57:39 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","73282","User can change his name","","Sat Dec 20 21:57:29 UTC 2025","failed","Sat Dec 20 21:58:42 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","3220","userCantTransferWrongAmountOfMoneyTest(double, double, String) [3] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=11.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:57:37 UTC 2025","passed","Sat Dec 20 21:57:40 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","821","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Dec 20 21:57:36 UTC 2025","passed","Sat Dec 20 21:57:37 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","3821","adminCanGenerateAuthTokenTest()","","Sat Dec 20 21:57:24 UTC 2025","passed","Sat Dec 20 21:57:28 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","8871","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Dec 20 21:57:24 UTC 2025","passed","Sat Dec 20 21:57:33 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","3275","userCanDepositMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:57:37 UTC 2025","passed","Sat Dec 20 21:57:40 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","7892","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:57:26 UTC 2025","passed","Sat Dec 20 21:57:33 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","6661","userCanTransferMoneyOnAnotherUserAccountTest()","","Sat Dec 20 21:57:34 UTC 2025","passed","Sat Dec 20 21:57:40 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnAnotherUserAccountTest"
"","12111","User can deposit money on his own account and transaction present in transaction","","Sat Dec 20 21:57:24 UTC 2025","passed","Sat Dec 20 21:57:36 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
