"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8131","customerCanChangeHisUsernameTest()","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:31:55 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","customerCanChangeHisUsernameTest"
"","3227","userCanDepositMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:32:00 UTC 2025","passed","Sat Dec 20 21:32:03 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","2190","userCantDepositWrongAmountTest(double, String) [1] wrongBalance=0, errorMessage=Invalid account or amount","","Sat Dec 20 21:32:01 UTC 2025","passed","Sat Dec 20 21:32:03 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","68770","Authorized user can create an account. User dashboard opened. User create anew account. Positive alert. API return an account","","Sat Dec 20 21:31:54 UTC 2025","passed","Sat Dec 20 21:33:03 UTC 2025","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","803","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:31:59 UTC 2025","passed","Sat Dec 20 21:32:00 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","14059","userCantDepositMoneyOnDifferentUserAccountTest()","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:32:01 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositMoneyOnDifferentUserAccountTest"
"","5753","userCanCreateAccountTest()","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:31:53 UTC 2025","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","69199","User can't deposit 0 or -1 amount of money on deposit","","Sat Dec 20 21:31:56 UTC 2025","passed","Sat Dec 20 21:33:05 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCantDepositMoneyOnHisOwnAccountTest"
"","1113","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:32:00 UTC 2025","passed","Sat Dec 20 21:32:01 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","6875","adminCanDeleteUserById()","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:31:54 UTC 2025","","iteration2.api.UserManagementTest","iteration2.api.UserManagementTest","adminCanDeleteUserById"
"","12076","User can deposit money on his own account and transaction present in transaction","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:31:59 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","2139","userCantDepositWrongAmountTest(double, String) [2] wrongBalance=-1, errorMessage=Invalid account or amount","","Sat Dec 20 21:32:01 UTC 2025","passed","Sat Dec 20 21:32:03 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","2810","userCantDepositWrongAmountTest(double, String) [3] wrongBalance=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Sat Dec 20 21:31:59 UTC 2025","failed","Sat Dec 20 21:32:01 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","2705","adminCanCreateUserWithCorrectData()","","Sat Dec 20 21:31:52 UTC 2025","passed","Sat Dec 20 21:31:55 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","7149","userCanTransferMoneyOnAnotherUserAccountTest()","","Sat Dec 20 21:31:56 UTC 2025","passed","Sat Dec 20 21:32:03 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnAnotherUserAccountTest"
"","8404","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:31:55 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","5669","Admin can't create new user with incorrect data. Negative alert. User not added in user list on UI. API return all users without wrong one","","Sat Dec 20 21:31:55 UTC 2025","passed","Sat Dec 20 21:32:01 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCantCreateUserWithIncorrectDataTest"
"","91114","User can transfer money between his own accounts","","Sat Dec 20 21:32:00 UTC 2025","broken","Sat Dec 20 21:33:31 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","1650","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Dec 20 21:31:58 UTC 2025","passed","Sat Dec 20 21:32:00 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","6888","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:31:48 UTC 2025","passed","Sat Dec 20 21:31:55 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","14188","User can't change his name with name with single word","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:32:01 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCantChangeHisNameWithSingleWordTest"
"","14234","userCantTransferWrongAmountOfMoneyTest(double, double, String) [2] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:31:47 UTC 2025","passed","Sat Dec 20 21:32:01 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
