"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15744","userCantTransferWrongAmountOfMoneyTest(double, double, String) [2] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:53:24 UTC 2025","passed","Sat Dec 20 21:53:40 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","73816","User can transfer money between his own accounts","","Sat Dec 20 21:53:31 UTC 2025","failed","Sat Dec 20 21:54:45 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","69357","User can't deposit 0 or -1 amount of money on deposit","","Sat Dec 20 21:53:36 UTC 2025","passed","Sat Dec 20 21:54:46 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCantDepositMoneyOnHisOwnAccountTest"
"","73850","Authorized user can create an account. User dashboard opened. User create anew account. Positive alert. API return an account","","Sat Dec 20 21:53:32 UTC 2025","passed","Sat Dec 20 21:54:45 UTC 2025","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","5002","userCantDepositWrongAmountTest(double, String) [1] wrongBalance=0, errorMessage=Invalid account or amount","","Sat Dec 20 21:53:35 UTC 2025","passed","Sat Dec 20 21:53:40 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","4715","userCantUpdateUsernameWithInvalidDataTest(String, String) [3] newName=Kate P!! , errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:53:34 UTC 2025","passed","Sat Dec 20 21:53:39 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","9363","customerCanChangeHisUsernameTest()","","Sat Dec 20 21:53:24 UTC 2025","passed","Sat Dec 20 21:53:34 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","customerCanChangeHisUsernameTest"
"","4054","adminCanGenerateAuthTokenTest()","","Sat Dec 20 21:53:24 UTC 2025","passed","Sat Dec 20 21:53:28 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","15383","User can change his name","","Sat Dec 20 21:53:26 UTC 2025","failed","Sat Dec 20 21:53:41 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","6200","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:53:30 UTC 2025","passed","Sat Dec 20 21:53:36 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","1074","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:53:37 UTC 2025","passed","Sat Dec 20 21:53:38 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","18102","User can transfer money to another user account","","Sat Dec 20 21:53:24 UTC 2025","failed","Sat Dec 20 21:53:43 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyToAnotherUserAccountTest"
"","71511","User can't transfer more then current deposit","","Sat Dec 20 21:53:29 UTC 2025","passed","Sat Dec 20 21:54:40 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCantTransferMoreThanCurrentDepositTest"
"","6189","userCantDepositWrongAmountTest(double, String) [3] wrongBalance=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Sat Dec 20 21:53:29 UTC 2025","failed","Sat Dec 20 21:53:35 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","9863","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Dec 20 21:53:24 UTC 2025","passed","Sat Dec 20 21:53:34 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","15230","userCantDepositMoneyOnDifferentUserAccountTest()","","Sat Dec 20 21:53:24 UTC 2025","passed","Sat Dec 20 21:53:40 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositMoneyOnDifferentUserAccountTest"
"","4392","userCantTransferWrongAmountOfMoneyTest(double, double, String) [1] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:53:36 UTC 2025","passed","Sat Dec 20 21:53:41 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","3884","userCanDepositMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:53:39 UTC 2025","passed","Sat Dec 20 21:53:42 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","68645","Admin can login. Admin panel opened. Token saved at local storage","","Sat Dec 20 21:53:31 UTC 2025","passed","Sat Dec 20 21:54:40 UTC 2025","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","3378","userCantTransferWrongAmountOfMoneyTest(double, double, String) [3] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=11.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:53:39 UTC 2025","passed","Sat Dec 20 21:53:43 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","4679","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:53:32 UTC 2025","passed","Sat Dec 20 21:53:37 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","13032","userCanTransferMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:53:29 UTC 2025","passed","Sat Dec 20 21:53:42 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnHisOwnAccountTest"
"","5252","Admin can't create new user with incorrect data. Negative alert. User not added in user list on UI. API return all users without wrong one","","Sat Dec 20 21:53:34 UTC 2025","passed","Sat Dec 20 21:53:40 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCantCreateUserWithIncorrectDataTest"
