"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4301","userCantUpdateUsernameWithInvalidDataTest(String, String) [3] newName=Kate P!! , errorMessage=Name must contain two words with letters only","","Wed Dec 17 00:07:58 UTC 2025","passed","Wed Dec 17 00:08:02 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","2977","User can login. User panel opened. Token saved at local storage","","Wed Dec 17 00:08:00 UTC 2025","passed","Wed Dec 17 00:08:03 UTC 2025","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","5518","userCantDepositWrongAmountTest(double, String) [1] wrongBalance=0, errorMessage=Invalid account or amount","","Wed Dec 17 00:07:57 UTC 2025","passed","Wed Dec 17 00:08:02 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","71953","User can change his name","","Wed Dec 17 00:07:58 UTC 2025","failed","Wed Dec 17 00:09:10 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","2799","userCantDepositWrongAmountTest(double, String) [2] wrongBalance=-1, errorMessage=Invalid account or amount","","Wed Dec 17 00:08:02 UTC 2025","passed","Wed Dec 17 00:08:05 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","66842","Authorized user can create an account. User dashboard opened. User create anew account. Positive alert. API return an account","","Wed Dec 17 00:07:55 UTC 2025","failed","Wed Dec 17 00:09:02 UTC 2025","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","9107","customerCanChangeHisUsernameTest()","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:07:58 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","customerCanChangeHisUsernameTest"
"","14830","userCantDepositMoneyOnDifferentUserAccountTest()","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:08:03 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositMoneyOnDifferentUserAccountTest"
"","7872","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:07:56 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","3387","userCantTransferWrongAmountOfMoneyTest(double, double, String) [1] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Wed Dec 17 00:08:02 UTC 2025","passed","Wed Dec 17 00:08:05 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","6068","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Wed Dec 17 00:07:53 UTC 2025","passed","Wed Dec 17 00:07:59 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","9331","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:07:58 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","1240","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Wed Dec 17 00:07:58 UTC 2025","passed","Wed Dec 17 00:07:59 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","3088","userCantTransferWrongAmountOfMoneyTest(double, double, String) [3] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=11.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Wed Dec 17 00:08:02 UTC 2025","passed","Wed Dec 17 00:08:06 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","16919","User can transfer money to another user account","","Wed Dec 17 00:07:49 UTC 2025","failed","Wed Dec 17 00:08:05 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyToAnotherUserAccountTest"
"","4055","adminCanGenerateAuthTokenTest()","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:07:53 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","4446","Admin can't create new user with incorrect data. Negative alert. User not added in user list on UI. API return all users without wrong one","","Wed Dec 17 00:07:58 UTC 2025","passed","Wed Dec 17 00:08:02 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCantCreateUserWithIncorrectDataTest"
"","3145","userCanDepositMoneyOnHisOwnAccountTest()","","Wed Dec 17 00:08:02 UTC 2025","passed","Wed Dec 17 00:08:05 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","67557","User can transfer money between his own accounts","","Wed Dec 17 00:08:01 UTC 2025","failed","Wed Dec 17 00:09:08 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","15244","User can't change his name with name with single word","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:08:04 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCantChangeHisNameWithSingleWordTest"
"","5994","userCanCreateAccountTest()","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:07:54 UTC 2025","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","69236","User can't deposit 0 or -1 amount of money on deposit","","Wed Dec 17 00:07:55 UTC 2025","passed","Wed Dec 17 00:09:04 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCantDepositMoneyOnHisOwnAccountTest"
"","13875","User can deposit money on his own account and transaction present in transaction","","Wed Dec 17 00:07:49 UTC 2025","passed","Wed Dec 17 00:08:02 UTC 2025","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
